,frequency,index,word
236,-7.0256367,236,goggles
237,-6.0212774,237,tracks
238,-5.94034,238,leaves
239,-3.921335,239,he
240,-6.0068464,240,motion
241,-7.910675,241,somebody
242,-6.97157,242,throw
243,-6.5100603,243,away
244,-9.664694,244,broke
245,-5.0267344,245,head
246,-6.174943,246,just
247,-9.464024,247,me
248,-4.6511,248,like
249,-11.168772,249,mickey
250,-6.0598,250,mouse
251,-10.763307,251,insignia
252,-7.531185,252,reflected
253,-8.770876,253,gentleman
254,-5.6080904,254,eyes
255,-4.3244886,255,number
256,-5.0267344,256,elephants
257,-5.737235,257,near
258,-9.559334,258,gazebo
259,-6.2634964,259,touching
260,-5.00651,260,their
261,-7.8729343,261,trunks
262,-7.8188677,262,performing
263,-8.011771,263,circus
264,-4.849804,264,glasses
265,-8.077729,265,thin
266,-7.5992384,266,crust
267,-7.0416374,267,pizzas
268,-4.387147,268,all
269,-4.844413,269,flowers
270,-5.872957,270,kid
271,-6.7743225,271,sad
272,-7.467469,272,power
273,-6.9060917,273,lines
274,-7.6572266,274,makes
275,-8.198357,275,horizon
276,-6.7930145,276,line
277,-4.1905584,277,sign
278,-6.9346647,278,foot
279,-3.441457,279,do
280,-5.1636505,280,shoes
281,-4.620553,281,and
282,-7.443078,282,ship
283,-5.51453,283,around
284,-5.110818,284,computer
285,-6.7681684,285,salad
286,-10.070159,286,included
287,-5.25257,287,appear
288,-7.571459,288,homemade
289,-4.579158,289,horse
290,-4.1010256,290,yellow
291,-7.14342,291,vest
292,-9.464024,292,directing
293,-5.4767246,293,traffic
294,-3.8121727,294,black
295,-6.5889187,295,lid
296,-4.615551,296,up
297,-5.1225824,297,name
298,-3.8822377,298,type
299,-6.041836,299,make
300,-6.743925,300,dessert
301,-5.081997,301,baby
302,-4.2690487,302,boy
303,-4.613415,303,child
304,-4.4407415,304,bear
305,-5.419379,305,inside
306,-10.763307,306,playpen
307,-6.7681684,307,basket
308,-7.431102,308,indoor
309,-7.362109,309,outdoor
310,-5.7394257,310,shorts
311,-8.173039,311,forefront
312,-5.7285204,312,those
313,-5.681902,313,kites
314,-5.374235,314,air
315,-5.395774,315,tv
316,-6.72612,316,far
317,-6.9202766,317,rug
318,-7.836567,318,museum
319,-4.9632044,319,down
320,-4.4564238,320,sky
321,-5.5890417,321,full
322,-6.8056726,322,painting
323,-6.009716,323,seat
324,-5.000208,324,floor
325,-8.011771,325,finished
326,-5.085412,326,zebras
327,-6.594061,327,grazing
328,-5.077462,328,happy
329,-5.7865725,329,hands
330,-3.967974,330,holding
331,-5.592823,331,over
332,-6.151492,332,keyboard
333,-10.475624,333,lava
334,-6.4682913,334,lamp
335,-6.2821884,335,turned
336,-7.50521,336,run
337,-7.930093,337,electricity
338,-9.559334,338,bridle
339,-4.999161,339,phone
340,-8.396183,340,keys
341,-5.446822,341,shape
342,-5.4750395,342,windows
343,-5.1225824,343,side
344,-5.8433256,344,taking
345,-5.6255493,345,off
346,-6.6044235,346,swimming
347,-6.115716,347,ocean
348,-4.0933857,348,sport
349,-5.1823196,349,object
350,-9.296969,350,blurred
351,-5.770609,351,sun
352,-4.6342564,352,visible
353,-5.659384,353,purple
354,-9.377012,354,blouse
355,-11.168772,355,dental
356,-9.664694,356,braces
357,-7.7030354,357,roll
358,-6.454747,358,towels
359,-4.08078,359,left
360,-6.230707,360,carrots
361,-11.168772,361,addition
362,-5.52864,362,other
363,-11.168772,363,tubers
364,-5.4114485,364,lady
365,-11.861918,365,right/front
366,-4.717512,366,riding
367,-7.2467985,367,beard
368,-5.6986036,368,called
369,-6.6634216,369,normal
370,-6.472847,370,size
371,-7.672264,371,website
372,-8.148347,372,polo
373,-8.335558,373,closer
374,-6.0507774,374,flower
375,-9.464024,375,arrangement
376,-8.278399,376,lawn
377,-4.7618914,377,trees
378,-6.892105,378,reading
379,-6.691435,379,cell
380,-6.2094297,380,screen
381,-6.594061,381,asleep
382,-5.730692,382,cats
383,-8.306571,383,fat
384,-6.568614,384,driving
385,-4.7002974,385,truck
386,-7.910675,386,move
387,-7.949896,387,happening
388,-5.0628633,388,laptop
389,-9.377012,389,ugly
390,-7.836567,390,keyboards
391,-7.276951,391,view
392,-5.750451,392,couch
393,-6.844639,393,human
394,-6.5437984,394,jumping
395,-6.1481857,395,high
396,-5.594718,396,direction
397,-6.857972,397,arrow
398,-6.5148115,398,pointing
399,-8.529715,399,dolls
400,-11.861918,400,emulating
401,-6.2200117,401,slices
402,-6.818494,402,beverage
403,-7.9700985,403,designed
404,-10.2524805,404,halved
405,-9.222861,405,juiced
406,-4.715147,406,orange
407,-6.5487127,407,oranges
408,-5.6004276,408,jacket
409,-10.2524805,409,youngest
410,-6.336466,410,outdoors
411,-7.2467985,411,toys
412,-5.430588,412,chair
413,-5.5574703,413,zoo
414,-5.6196957,414,wild
415,-7.082795,415,blurry
416,-4.6452093,416,bird
417,-7.4551992,417,afraid
418,-9.377012,418,ledge
419,-7.8729343,419,turning
420,-8.603822,420,21
421,-4.7358313,421,cake
422,-6.6044235,422,design
423,-7.8188677,423,toppings
424,-8.643043,424,giant
425,-9.296969,425,tee
426,-5.2445164,426,say
427,-9.559334,427,whale
428,-7.479892,428,surf
429,-8.011771,429,heavy
430,-6.786745,430,too
431,-5.1404934,431,beach
432,-6.857972,432,tusks
433,-5.3252277,433,back
434,-7.407572,434,eggs
435,-6.035918,435,box
436,-6.6524324,436,making
437,-8.278399,437,beef
438,-8.566082,438,sausage
439,-9.782477,439,multi
440,-6.743925,440,colored
441,-6.227129,441,pillows
442,-4.770177,442,bed
443,-6.3980865,443,hotel
444,-6.406598,444,bedroom
445,-6.5889187,445,jeans
446,-6.436969,446,television
447,-7.0416374,447,market
448,-7.734784,448,sell
449,-7.4924707,449,drinks
450,-7.1705713,450,soda
451,-8.224333,451,advertising
452,-6.6044235,452,toothbrush
453,-7.29757,453,morning
454,-4.7487764,454,clock
455,-6.857972,455,showing
456,-10.763307,456,cock
457,-5.2593307,457,tree
458,-5.995451,458,modern
459,-6.223564,459,microwave
460,-5.730692,460,above
461,-5.862982,461,stove
462,-7.3960104,462,sandwiches
463,-7.1523886,463,sliced
464,-7.0256367,464,half
465,-4.0094795,465,see
466,-8.365411,466,mad
467,-6.252447,467,tower
468,-6.786745,468,pulling
469,-5.235201,469,road
470,-9.377012,470,filter
471,-5.583398,471,feet
472,-3.5067742,472,you
473,-4.989791,473,outside
474,-5.4937315,474,house
475,-7.362109,475,electronic
476,-5.4817963,476,raining
477,-5.1538353,477,flying
478,-5.365144,478,clouds
479,-7.362109,479,flavor
480,-7.8014755,480,slice
481,-6.0658607,481,plates
482,-7.1797876,482,skirt
483,-9.916009,483,donkeys
484,-4.9501715,484,scene
485,-5.419379,485,dogs
486,-10.763307,486,hitchhiking
487,-5.7934933,487,desk
488,-6.9791164,488,monitor
489,-6.583804,489,books
490,-6.818494,490,airline
491,-6.864706,491,fly
492,-6.63081,492,show
493,-7.049734,493,towards
494,-4.7358313,494,building
495,-6.4774237,495,work
496,-6.3896484,496,apples
497,-6.4238396,497,closest
498,-8.566082,498,took
499,-8.566082,499,helping
500,-4.839943,500,open
501,-4.8911886,501,umbrella
502,-6.8056726,502,couple
503,-5.450101,503,under
504,-7.2175274,504,double
505,-7.642411,505,decker
506,-8.643043,506,jungle
507,-8.148347,507,spinach
508,-5.824048,508,dish
509,-3.3830512,509,red
510,-6.168186,510,knife
511,-6.256117,511,main
512,-7.836567,512,dock
513,-4.707304,513,out
514,-7.910675,514,properly
515,-6.099868,515,sunglasses
516,-6.0719585,516,bag
517,-6.415181,517,dirty
518,-5.224661,518,surfboard
519,-5.6923084,519,vegetable
520,-7.329319,520,pet
521,-8.224333,521,whose
522,-6.8990746,522,logo
523,-8.9174795,523,official
524,-5.7911806,524,players
525,-8.124249,525,button
526,-9.153869,526,blades
527,-7.18909,527,together
528,-6.9274445,528,traveling
529,-7.585253,529,evening
530,-5.921747,530,vehicles
531,-6.9791164,531,'
532,-5.0673323,532,lights
533,-5.4868946,533,city
534,-8.124249,534,owl
535,-7.3960104,535,candle
536,-9.782477,536,artistic
537,-8.866186,537,fashion
538,-10.763307,538,sunkist
539,-6.7320204,539,dirt
540,-5.4851923,540,hot
541,-6.9346647,541,commercial
542,-9.222861,542,airliner
543,-7.6572266,543,athlete
544,-11.861918,544,unsuccessful
545,-11.168772,545,completing
546,-7.091234,546,trick
547,-5.741621,547,planes
548,-4.0535955,548,4
549,-6.0658607,549,colors
550,-8.055256,550,wings
551,-8.603822,551,strong
552,-6.599229,552,landing
553,-5.6061687,553,clear
554,-6.743925,554,covered
555,-7.7187843,555,onions
556,-8.011771,556,peppers
557,-6.9346647,557,location
558,-5.6923084,558,chairs
559,-7.161438,559,comfortable
560,-10.763307,560,acoustic
561,-6.8851852,561,electric
562,-7.672264,562,guitar
563,-11.861918,563,engraved
564,-8.866186,564,mailbox
565,-6.454747,565,bicycle
566,-6.2342978,566,should
567,-11.861918,567,morally
568,-11.861918,568,upstanding
569,-6.336466,569,through
570,-11.861918,570,peephole
571,-6.4502726,571,towel
572,-10.475624,572,prairie
573,-6.041836,573,young
574,-4.7536745,574,hat
575,-7.5444307,575,occasion
576,-9.916009,576,hedges
577,-6.697133,577,well
578,-8.971547,578,groomed
579,-5.8805046,579,cup
580,-7.836567,580,bacon
581,-11.861918,581,delicatessen
582,-8.494623,582,hardwood
583,-7.207958,583,sofa
584,-6.8249664,584,benches
585,-6.5195847,585,chocolate
586,-5.3023033,586,eat
587,-8.643043,587,railroad
588,-7.066128,588,crossing
589,-8.427932,589,attention
590,-11.168772,590,directed
591,-6.878312,591,flat
592,-6.4502726,592,store
593,-9.559334,593,charging
594,-6.878312,594,falling
595,-6.053776,595,into
596,-7.407572,596,age
597,-6.1920376,597,birthday
598,-6.0183744,598,small
599,-7.2872076,599,town
600,-9.222861,600,stationary
601,-5.3354244,601,tie
602,-7.207958,602,us
603,-7.407572,603,state
604,-5.750451,604,written
605,-8.0332775,605,sporting
606,-6.2784224,606,event
607,-6.344466,607,cooking
608,-8.866186,608,chefs
609,-6.2451477,609,skis
610,-6.9060917,610,adults
611,-4.538089,611,day
612,-6.230707,612,pictures
613,-6.8120623,613,carpet
614,-9.782477,614,skyline
615,-7.6278124,615,forward
616,-8.251,616,overweight
617,-5.2994747,617,cold
618,-5.8754663,618,lot
619,-5.5215597,619,area
620,-6.1189156,620,part
621,-4.9501715,621,been
622,-6.227129,622,eaten
623,-8.1007185,623,order
624,-7.0336046,624,lunch
625,-5.9730406,625,vegetables
626,-6.112526,626,natural
627,-6.818494,627,habitat
628,-5.089983,628,birds
629,-7.207958,629,usa
630,-9.559334,630,beads
631,-6.851283,631,resting
632,-5.272992,632,old
633,-5.0911293,633,motorcycle
634,-5.7934933,634,board
635,-7.9700985,635,propeller
636,-6.406598,636,calm
637,-4.8301773,637,light
638,-7.3080416,638,post
639,-6.6579123,639,gear
640,-9.222861,640,deployed
641,-6.301237,641,getting
642,-6.0935974,642,ready
643,-6.48664,643,take
644,-6.144891,644,cheese
645,-5.696501,645,material
646,-7.236946,646,frame
647,-5.627508,647,likely
648,-7.930093,648,blocking
649,-5.037545,649,brand
650,-7.467469,650,spectators
651,-11.168772,651,appeal
652,-7.207958,652,n't
653,-6.0477886,653,trying
654,-5.6158123,654,new
655,-5.2013435,655,two
656,-8.866186,656,maintained
657,-9.464024,657,tilted
658,-8.566082,658,pigeons
659,-8.396183,659,rest
660,-6.1581364,660,cut
661,-6.5291996,661,pieces
662,-7.0744267,662,contain
663,-7.642411,663,pie
664,-7.29757,664,pan
665,-6.454747,665,utensil
666,-7.6134233,666,travel
667,-9.916009,667,herds
668,-8.726424,668,sill
669,-7.0336046,669,pot
670,-7.4192677,670,sticking
671,-7.571459,671,tongue
672,-11.861918,672,helped
673,-7.910675,673,onto
674,-8.365411,674,past
675,-4.8031607,675,5
676,-7.585253,676,years
677,-9.559334,677,pigtails
678,-9.222861,678,forget
679,-8.460721,679,pay
680,-9.296969,680,bill
681,-8.011771,681,lighthouse
682,-11.168772,682,keeper
683,-5.657361,683,boats
684,-5.9511223,684,use
685,-7.091234,685,now
686,-6.2024364,686,transportation
687,-7.642411,687,sea
688,-7.6875315,688,females
689,-8.603822,689,males
690,-11.861918,690,mexicans
691,-10.763307,691,guide
692,-10.070159,692,blossoms
693,-5.52864,693,female
694,-5.998287,694,buses
695,-8.529715,695,vegetation
696,-7.091234,696,tag
697,-6.7930145,697,attached
698,-8.173039,698,sheet
699,-8.726424,699,mattress
700,-11.861918,700,snuggled
701,-8.726424,701,blankets
702,-6.3128424,702,summer
703,-11.168772,703,depictions
704,-9.559334,704,monkeys
705,-5.6138763,705,banana
706,-8.124249,706,skin
707,-7.34013,707,mean
708,-10.2524805,708,attended
709,-4.6112833,709,game
710,-7.836567,710,landscape
711,-9.377012,711,maintenance
712,-8.278399,712,stay
713,-8.173039,713,sharp
714,-7.4924707,714,leash
715,-6.1481857,715,present
716,-4.650362,716,baseball
717,-5.1886206,717,player
718,-7.407572,718,base
719,-5.921747,719,refrigerator
720,-7.1705713,720,another
721,-5.0831337,721,sheep
722,-10.475624,722,oldest
723,-8.603822,723,biggest
724,-7.4924707,724,babies
725,-9.559334,725,always
726,-11.861918,726,scrunch
727,-6.9492636,727,nose
728,-6.9131584,728,when
729,-10.475624,729,smiles
730,-7.0098886,730,purse
731,-8.643043,731,personal
732,-9.08933,732,gym
733,-9.664694,733,disney
734,-7.6875315,734,movie
735,-8.365411,735,theme
736,-11.168772,736,pj
737,-9.916009,737,behavior
738,-10.763307,738,indicative
739,-8.866186,739,quality
740,-11.168772,740,supposedly
741,-6.7028637,741,``
742,-10.763307,742,killed
743,-6.646983,743,''
744,-7.0021067,744,sort
745,-7.3845816,745,doughnuts
746,-9.559334,746,stomach
747,-7.751045,747,pots
748,-6.9492636,748,shelf
749,-9.664694,749,conventional
750,-4.6841364,750,kitchen
751,-11.861918,751,spools
752,-9.782477,752,thread
753,-7.467469,753,angry
754,-6.818494,754,shot
755,-6.445818,755,lit
756,-10.2524805,756,pooping
757,-6.2200117,757,neck
758,-5.6373606,758,broccoli
759,-6.8249664,759,fast
760,-7.642411,760,slope
761,-5.541151,761,winter
762,-8.124249,762,thirsty
763,-11.168772,763,youngster
764,-5.770609,764,way
765,-10.763307,765,becoming
766,-11.168772,766,loving
767,-6.2935743,767,adult
768,-11.861918,768,penchant
769,-8.726424,769,sharing
770,-6.0719585,770,smiling
771,-7.0416374,771,milk
772,-9.028706,772,carton
773,-7.467469,773,second
774,-6.8380384,774,square
775,-9.664694,775,experiencing
776,-6.72612,776,some
777,-8.643043,777,rust
778,-10.763307,778,tint
779,-8.0332775,779,break
780,-7.990718,780,easily
781,-6.892105,781,located
782,-9.782477,782,relation
783,-6.135071,783,parking
784,-6.553651,784,poles
785,-7.672264,785,prepared
786,-6.001133,786,play
787,-9.222861,787,driveway
788,-5.5357695,788,place
789,-3.6097333,789,blue
790,-10.2524805,790,scenes
791,-10.763307,791,time-lapse
792,-6.625477,792,office
793,-6.5437984,793,setting
794,-8.077729,794,actually
795,-6.012594,795,hit
796,-6.6415634,796,race
797,-8.603822,797,every
798,-6.892105,798,rider
799,-5.3122683,799,helmet
800,-7.236946,800,track
801,-6.9060917,801,dry
802,-8.124249,802,pets
803,-6.1851654,803,covering
804,-7.22719,804,species
805,-7.407572,805,branch
806,-7.0416374,806,beds
807,-6.8851852,807,served
808,-5.945717,808,most
809,-8.817396,809,protein
810,-8.726424,810,veggie
811,-7.949896,811,tails
812,-6.154808,812,letter
813,-10.2524805,813,begins
814,-11.861918,814,capitalized
815,-7.7187843,815,words
816,-5.937663,816,bottom
817,-7.14342,817,nice
818,-6.081175,818,indoors
819,-7.329319,819,steps
820,-7.4551992,820,stairs
821,-5.6196957,821,about
822,-9.296969,822,skyscraper
823,-5.5985203,823,facing
824,-11.168772,824,stakes
825,-4.763543,825,going
826,-5.916498,826,fall
827,-6.646983,827,fun
828,-4.5895205,828,men
829,-6.831481,829,party
830,-6.030036,830,bikes
831,-6.001133,831,stripes
832,-8.9174795,832,escape
833,-9.08933,833,biting
834,-10.475624,834,lip
835,-5.7865725,835,little
836,-7.8188677,836,curly
837,-5.9009132,837,kids
838,-5.9785967,838,coffee
839,-6.609645,839,surface
840,-8.365411,840,frozen
841,-7.407572,841,sweet
842,-9.782477,842,burrito
843,-11.168772,843,watercraft
844,-6.227129,844,flag
845,-6.6579123,845,belong
846,-6.558614,846,vegetarian
847,-7.8014755,847,friendly
848,-9.028706,848,kick
849,-5.3065624,849,guy
850,-8.077729,850,so
851,-7.784381,851,excited
852,-5.9511223,852,donuts
853,-8.198357,853,figure
854,-8.173039,854,cupcake
855,-5.855566,855,boys
856,-7.091234,856,military
857,-6.964079,857,container
858,-6.168186,858,ski
859,-7.836567,859,lift
860,-8.643043,860,polka
861,-9.782477,861,dotted
862,-7.3732824,862,owner
863,-8.396183,863,games
864,-9.782477,864,neckties
865,-5.906081,865,long
866,-10.2524805,866,gown
867,-6.2935743,867,legs
868,-8.494623,868,crossed
869,-6.799324,869,clothing
870,-8.9174795,870,lighter
871,-6.7086267,871,catch
872,-7.8729343,872,directly
873,-6.646983,873,surfboards
874,-7.990718,874,completely
875,-5.870454,875,pattern
876,-7.329319,876,stands
877,-10.763307,877,intersect
878,-7.910675,878,underneath
879,-6.4774237,879,tall
880,-9.153869,880,columns
881,-7.6278124,881,either
882,-8.335558,882,trail
883,-5.0673323,883,skiing
884,-7.082795,884,stand
885,-7.12572,885,pic
886,-5.8098297,886,airplane
887,-7.8014755,887,runway
888,-9.559334,888,tarmac
889,-6.01548,889,empty
890,-7.099745,890,seats
891,-7.5992384,891,stadium
892,-5.4767246,892,played
893,-5.6334076,893,batter
894,-9.464024,894,swung
895,-6.625477,895,yet
896,-7.3845816,896,platform
897,-6.4912806,897,everyone
898,-9.296969,898,fair
899,-8.726424,899,price
900,-7.8729343,900,tags
901,-7.4192677,901,shop
902,-10.2524805,902,hubcaps
903,-9.296969,903,yummy
904,-5.741621,904,park
905,-7.8729343,905,sides
906,-6.599229,906,plants
907,-7.407572,907,growing
908,-6.594061,908,backpack
909,-7.3080416,909,low
910,-11.861918,910,barely
911,-9.782477,911,clothed
912,-6.41088,912,shirts
913,-6.41088,913,round
914,-8.726424,914,disk
915,-6.053776,915,soccer
916,-7.479892,916,competition
917,-5.4114485,917,more
918,-5.1453238,918,than
919,-6.0039854,919,think
920,-11.861918,920,nighty
921,-5.2980633,921,night
922,-5.757126,922,large
923,-6.7499313,923,ears
924,-7.7675743,924,earrings
925,-9.377012,925,drying
926,-9.296969,926,blow
927,-8.817396,927,dryer
928,-8.173039,928,terrain
929,-9.377012,929,remodeled
930,-7.3960104,930,soap
931,-10.475624,931,lacrosse
932,-6.2451477,932,court
933,-6.305091,933,shadow
934,-6.72612,934,position
935,-6.8714867,935,pillow
936,-6.553651,936,working
937,-9.222861,937,nutritious
938,-6.4637556,938,enough
939,-6.8990746,939,skater
940,-9.464024,940,midair
941,-5.384947,941,pants
942,-6.459241,942,numbers
943,-8.603822,943,posted
944,-6.2746696,944,painted
945,-8.566082,945,multiple
946,-8.971547,946,standard
947,-10.763307,947,lamppost
948,-7.949896,948,plain
949,-9.153869,949,sight
950,-6.964079,950,liquid
951,-7.642411,951,boards
952,-11.861918,952,personality
953,-7.161438,953,cast
954,-8.866186,954,platter
955,-9.916009,955,waterfall
956,-10.070159,956,commode
957,-10.2524805,957,bend
958,-8.224333,958,touch
959,-6.9346647,959,safety
960,-5.9484158,960,walls
961,-7.6278124,961,dancing
962,-6.7805147,962,trucks
963,-11.861918,963,deliveries
964,-6.103017,964,oven
965,-8.817396,965,doorway
966,-7.585253,966,pool
967,-7.0177317,967,crowded
968,-5.3165693,968,will
969,-7.0098886,969,turn
970,-6.3285294,970,plant
971,-7.910675,971,pretty
972,-6.7681684,972,family
973,-11.168772,973,annie
974,-7.3080416,974,kinds
975,-8.306571,975,baskets
976,-6.2973986,976,cutting
977,-10.070159,977,brake
978,-9.377012,978,tablecloths
979,-7.5992384,979,airplanes
980,-6.755973,980,land
981,-10.475624,981,belongs
982,-5.7751436,982,home
983,-6.6361723,983,public
984,-11.168772,984,charter
985,-6.5006266,985,palm
986,-8.173039,986,bathing
987,-6.4820213,987,suit
988,-6.6579123,988,uniform
989,-6.6579123,989,device
990,-11.168772,990,toilette
991,-6.2200117,991,mouth
992,-6.614895,992,ride
993,-6.1648254,993,airport
994,-5.831233,994,suitcase
995,-5.218129,995,anyone
996,-8.460721,996,surrounded
997,-7.14342,997,mode
998,-10.070159,998,said
999,-6.0388727,999,brick
1000,-9.916009,1000,flame
1001,-6.986721,1001,skating
1002,-10.070159,1002,underside
1003,-9.153869,1003,faucets
1004,-6.3484898,1004,first
1005,-5.085412,1005,zebra
1006,-6.8056726,1006,only
1007,-7.0177317,1007,display
1008,-9.153869,1008,rows
1009,-8.494623,1009,packed
1010,-8.817396,1010,tight
1011,-9.028706,1011,modes
1012,-7.0256367,1012,tomatoes
1013,-6.151492,1013,go
1014,-9.464024,1014,altitude
1015,-5.5966177,1015,cloudy
1016,-5.2431803,1016,bananas
1017,-6.568614,1017,ripe
1018,-6.2746696,1018,sidewalk
1019,-8.726424,1019,delivery
1020,-9.782477,1020,plantains
1021,-8.0332775,1021,mushrooms
1022,-8.148347,1022,rings
1023,-9.782477,1023,jugs
1024,-5.4225683,1024,bowl
1025,-7.585253,1025,after
